Country Name,Indicator Name,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Guatemala,"Goods imports (BoP, current US$)",1413200000,1484400000,1428000000,1673000000,2327800000,2384000000,2546600000,3032600000,2880300000,3542700000,4255700000,4225700000,4742000000,5142005048,5791006299,6175727984,8737000000,9650100000,10934400000,12470200000,12529109120,10046702870,11878178960,14308649910,15007840310,15412134810,16157399240,15524036340,15049605910,16442003190,17628849920,17885429550,16440813870,23300243470,28467699090
Guinea,"Goods imports (BoP, current US$)",510620000,531550000,585750000,694900000,608350000,582650000,685350000,621730000,524387000,512500000,571960000,580933555,585850895.4,538452027.7,645600000,617079356.9,680670000,739500000,950640000,1206440000,1364230000,1054510000,1398490000,2097100000,2243980000,2139050000,2372416833,2191754719,4429383266,3483980000,3385640000,3470000000,3727440000,4187370000,4842502000
Guinea-Bissau,"Goods imports (BoP, current US$)",58900000,68900000,68070000,67470000,83510000,53820000,53800000,59340000,56800000,62490000,,,,61718449.39,58500272.73,65304507.06,82871396.7,105928482.6,127045814.7,167901051,198792219.6,202321713.9,196571190.7,240210086.3,181761151.3,182831335.8,214159683.9,206932626.5,136517070,291419672.8,293251307.2,335217115.9,307279709.1,349874423.1,
Guyana,"Goods imports (BoP, current US$)",,,,,442700000,483800000,504000000,536500000,549800000,590700000,552900000,518700000,550100000,541000000,513900000,525300000,591787600,717080000,809757000,982854000,1323612479,1179398355,1419078768,1770522516,1996735110,1874905179,1791268270,1352814227,1340624974,1426643322,2087342319,3609799987,1954481655,3701396473,
Honduras,"Goods imports (BoP, current US$)",923400000,955700000,907000000,912500000,990200000,1203100000,1351100000,1518600000,1924100000,2148500000,2370500000,2509600000,2679944500,2761168312,2772862811,3179124764,3885702481,4468269511,5218890296,6707189163,8208651808,5845153889,6605737887,8355941673,8620119101,8384481062,8514572990,8659659366,8166376152,8786637435,9741564354,9405698554,8123184613,11935087878,13544777784
"Hong Kong, China","Goods imports (BoP, current US$)",,,,,,,,,,,1.43464E+11,1.36631E+11,1.64278E+11,1.56017E+11,1.6202E+11,1.85294E+11,2.18689E+11,2.43812E+11,2.73057E+11,3.03175E+11,3.29202E+11,3.03342E+11,3.85609E+11,4.45143E+11,4.8731E+11,5.34125E+11,5.46518E+11,5.24598E+11,5.18254E+11,5.63387E+11,6.00403E+11,5.58421E+11,5.46583E+11,6.70341E+11,6.20367E+11
Hungary,"Goods imports (BoP, current US$)",9405967517,9449950416,8617057835,9329568563,10107708578,12139912341,11364113126,13797018017,14721080223,17438427643,21914416103,24135336305,28761433461,30247778033,33896519197,43128880279,56764632541,62618153400,74195932152,92381939045,1.07217E+11,75641814368,84232234636,95839092513,86152284643,88869344028,95218547627,82529244483,82557713333,94382317816,1.07232E+11,1.07717E+11,1.02899E+11,1.24478E+11,1.46436E+11
Iceland,"Goods imports (BoP, current US$)",1439400000,1267300000,1509237078,1599335865,1526993436,1217856185,1288161103,1625749037,1906209960,1881790216,2309316424,2327958190,2414538372,2097302647,2098348370,2615415626,3497254628,4672427060,5790610698,6215585838,5644842167,3368874354,3599441220,4537281083,4510352935,4533064677,4961134295,4926214130,5316034440,6526808057,7180230691,6190430843,5317355281,7163601030,8994430422
India,"Goods imports (BoP, current US$)",20091207198,22254274861,23437059205,21086827022,22930537818,24108390143,29672617824,37957312941,43788952391,45730082604,44827962413,45556209177,53887205924,51212270439,54702279750,68081180951,95539056500,1.34692E+11,1.66572E+11,2.08611E+11,3.23917E+11,2.75227E+11,3.60146E+11,4.75304E+11,4.99989E+11,4.81686E+11,4.72434E+11,4.09237E+11,3.7609E+11,4.52241E+11,5.18779E+11,4.8895E+11,3.76995E+11,5.79145E+11,7.2546E+11
Indonesia,"Goods imports (BoP, current US$)",13831000000,16310000000,21455000000,24834000000,26774000000,28376000000,32322000000,40921000000,44240000000,46223000000,31942145700,30598450000,40365380000,34668480000,35651870000,39546170000,46615850000,64071490000,66053110000,76775450000,1.07667E+11,80979004083,1.18963E+11,1.57284E+11,1.78667E+11,1.76256E+11,1.6831E+11,1.35076E+11,1.29152E+11,1.50069E+11,1.80953E+11,1.64948E+11,1.35101E+11,1.89029E+11,2.29866E+11
"Iran, Islamic Rep.","Goods imports (BoP, current US$)",10608000000,13448000000,18330000000,25190000000,23274000000,19287000000,12617000000,12774000000,14989000000,14123000000,14286000000,13433000000,15207000000,,,,,,,,,,,,,,,,,,,,,,
Iraq,"Goods imports (BoP, current US$)",,,,,,,,,,,,,,,,,,20002200000,18707500000,16622500000,29761400000,35284800000,37328000000,40633000000,50155000000,53821700000,49811500000,40347112000,29077000000,32185600000,38875700000,49417600000,40927300000,34721100000,
Ireland,"Goods imports (BoP, current US$)",,,,,,,,,,,,,,,,,,67697287157,73102428522,88106554118,84327717926,62821006304,62109598145,67238180960,83528642441,85300918763,97736452696,96412177082,96377490856,1.00112E+11,1.20474E+11,1.21294E+11,1.14618E+11,1.32577E+11,1.59605E+11
Israel,"Goods imports (BoP, current US$)",13240500000,13047200000,15306900000,17093300000,18389400000,20532600000,22727600000,26963900000,28654100000,28156400000,26617900000,30566500000,34747200000,31737900000,31992200000,33315800000,39507400000,43887100000,47350000000,56005300000,64437700000,46001500000,58288000000,72636500000,70533400000,70584600000,71468900000,60786200000,64149300000,68521900000,76895600000,75685200000,70522700000,91422300000,1.06004E+11
Italy,"Goods imports (BoP, current US$)",1.28779E+11,1.42285E+11,1.71848E+11,1.71934E+11,1.78436E+11,1.40273E+11,1.5976E+11,1.95278E+11,1.97937E+11,2.00354E+11,2.06782E+11,2.07699E+11,2.25178E+11,2.23941E+11,2.35635E+11,2.82795E+11,3.36324E+11,3.65205E+11,4.21831E+11,4.86331E+11,5.35638E+11,3.96262E+11,4.61513E+11,5.29154E+11,4.59869E+11,4.50494E+11,4.49545E+11,3.87354E+11,3.83196E+11,4.29379E+11,4.78801E+11,4.45961E+11,3.96014E+11,5.27731E+11,6.43127E+11
Jamaica,"Goods imports (BoP, current US$)",1255300000,1618700000,1692700000,1588300000,1541100000,1920500000,2099200000,2625300000,2715200000,2832600000,2743900000,2685600000,3004300000,3072600000,3179600000,3328244000,3545335424,4245511575,5077027291,6203893770,7546787549,4475657390,4629377587,5881414416,5634166724,5458172289,5207612913,4449380910,4072005711,4904331412,5475744137,5684506220,4199096279,4262601766,6509542707
Japan,"Goods imports (BoP, current US$)",,,,,,,,,3.1223E+11,3.01862E+11,2.46561E+11,2.74511E+11,3.36333E+11,3.06243E+11,2.94044E+11,3.35751E+11,4.00244E+11,4.64018E+11,5.24113E+11,5.60022E+11,6.93841E+11,4.90054E+11,6.26912E+11,7.94425E+11,8.30124E+11,7.84588E+11,7.99005E+11,6.29373E+11,5.84658E+11,6.44829E+11,7.2499E+11,6.93818E+11,6.03853E+11,7.33047E+11,8.6918E+11
Jordan,"Goods imports (BoP, current US$)",2418725114,1882506504,2300710330,2302169339,2998653598,3145157589,3003846783,3287833949,3818053597,3648519041,3403949224,3291960508,4073693981,4301355624,4500876526,5078028688,7261136091,9317273981,10260339267,12183301298,15101919311,12641133803,13822394366,16825633803,18431126761,19560563380,20350985915,18165633803,17136478873,18206056338,18052394366,17052436620,15329047887,19167042254,24275329577
Kazakhstan,"Goods imports (BoP, current US$)",,,,,,,,5325900000,6626700000,7175700000,6671700000,5645000000,7060340912,7775598575,7840837903,9460936170,13804915341,17937668810,24069667025,33121879083,38352196454,28919473389,32891499209,40349828276,46657682105,49165929610,42453772847,33931512525,26551122728,31001155174,34986898681,41120666790,38056086662,41561671885,49757856536
Kenya,"Goods imports (BoP, current US$)",1802209939,1963400921,2005344443,1697292653,1594011412,3968362034,4506610818,4810372857,4723908603,5843244997,6992035013,6921397355,3021577321,3215222187,3141579312,3553083383,4334567878,5586540336,6752090872,8368727954,10635635252,9461215788,11442207432,14188868539,15526910605,16089450652,16929142272,14348767064,13439062110,15988393104,16286209291,16553622711,14390081784,17853861339,19122854682
Kiribati,"Goods imports (BoP, current US$)",22065642.72,22664143.24,26934015.41,25930943.51,37166718.28,28868594.28,26470464.59,,,,,,,,,,,,60518876.02,68232392.6,72057319.08,66864530.66,70489892.5,88680959.48,104080054.6,105337267.7,104791592.2,100447930.1,107330120.5,113732073.6,100565992.2,106452031.5,107983048.9,145097100.3,
"Korea, Rep.","Goods imports (BoP, current US$)",46937600000,55451100000,63550700000,74554200000,74929400000,78106900000,95840900000,1.26582E+11,1.41774E+11,1.39112E+11,87925200000,1.10584E+11,1.54131E+11,1.37013E+11,1.46542E+11,1.72774E+11,2.16881E+11,2.5277E+11,3.04596E+11,3.50367E+11,4.21164E+11,3.15876E+11,4.15902E+11,5.59199E+11,5.55076E+11,5.38134E+11,5.27252E+11,4.22808E+11,3.95464E+11,4.66717E+11,5.1618E+11,4.76856E+11,4.37305E+11,5.73744E+11,6.75401E+11
Kuwait,"Goods imports (BoP, current US$)",5999371034,6409570900,3809953026,5072667600,7236821164,6940132905,6599572948,7254201821,7949004442,7746856849,7714377329,6707955377,6451474442,7047046612,8116763154,9880154933,12402443163,15053424658,16240131320,19962073760,22939171474,18528664731,19569216700,22597216656,24241446997,25576252707,27384704019,27342757606,26562436858,29526868427,31369500436,29436065811,24835854374,27866083169,28364274802
Kyrgyz Republic,"Goods imports (BoP, current US$)",,,,,,446688000,426107000,530950000,782890000,646060000,755724394,550586699.6,506216118.7,449160466.8,571361500.7,723122278.4,903790117.8,1105543204,1792449196,2613619104,3753530151,2813607242,2934924735,3896649001,5096603193,5530629165,5203541235,3791400265,3708883851,4159459025,4898299051,4649359374,3446751732,5188136295,9008431689
Lao PDR,"Goods imports (BoP, current US$)",149400000,193800000,185500000,197900000,190400000,339300000,440200000,547200000,561700000,499500000,417200000,392400000,535280000,510280204.6,446911986.9,462122503.2,712723304,881971754.9,1060190676,1064627906,1403170719,1461082567,2060426109,2422863806,3046472472,3050915816,4975881675,5675329168,5372368488,5667315552,6314641258,6271917701,5370403215,6275034338,
Latvia,"Goods imports (BoP, current US$)",,,,,840184500,1051289000,1322331000,1947182000,2074463000,2400653000,2807300000,2630000000,2204241911,2621790444,3059241015,4307143994,6323851542,8105412234,11060060012,15033035018,15399265369,9293915414,11015376245,15374725783,16087712677,16747823644,17263363915,14290942927,13891165721,15931743223,17793266063,17236398569,17156059721,22408264948,26068340204
Lebanon,"Goods imports (BoP, current US$)",,,,,,,,,,,,,,,6127505651,6808309055,8908043657,8959193225,9025040322,11463080000,15530700000,15394347263,17187759343,18856749194,20539840757,20404520300,20036058200,17196968038,17709206185,18214323184,18453727531,17989505340,10403254183,12642358173,
Lesotho,"Goods imports (BoP, current US$)",641958055.9,680258698.4,766852522.9,913678612.4,1036077819,986242814.9,957745809.6,1114919468,1111579105,1127424390,947889785.1,855337097.1,794974348.2,750172662.3,722640911.1,1032129489,1234152673,1289423876,1359066901,1506165630,1531654431,1583339630,1968700620,2155352488,2254109719,1891838393,1822624959,1730306615,1612431424,1827326410,1931540160,1782601399,1602295223,1814030546,1799394498
Libya,"Goods imports (BoP, current US$)",5762053059,6508642260,7574762650,8038020609,7544573592,8430851120,6759514593,5180500401,5844783308,5927751920,4929910224,4301969974,4129000000,4825000000,7408000000,7200000000,8768000000,11174000000,13219000000,17701400000,21658300000,22002000000,24559000000,11200000000,25590000000,34049500000,30418700000,16428500000,8667000000,10556200000,13786200000,17725900000,9148000000,,
Lithuania,"Goods imports (BoP, current US$)",,,,,,2180498315,2234062516,3404027500,4309300000,4745400000,4870925000,3961080000,4501547500,5242550000,6146698172,7942275519,10983205780,14124967480,17793788578,22358640703,29179648524,17008362276,21428253947,29096059318,28927922748,30711683373,28670334632,24163602363,23637927222,28068754573,32322643693,31683008259,29687109494,40778639036,50826320885
Luxembourg,"Goods imports (BoP, current US$)",,,,,,,,,,,,11150346495,11055163352,11398126760,11465824293,13916121443,17251379375,18668735921,20486195154,22954862142,27698175498,20048687880,23482538808,28793994215,25414193975,25846110407,25421846785,22390335344,21658693504,24158493873,26233452876,25271929273,23087802714,28284397298,28860930730
Macao,"Goods imports (BoP, current US$)",,,,,,,,,,,,,,,3285211304,3649040640,4525891136,4817290836,5801797584,7287013503,7300671388,5495962652,6650889399,8818719477,10416867697,12209456943,14176846601,13928324303,11843543247,12411539737,12803237250,12426467653,11899353189,18845759214,16997414045
Madagascar,"Goods imports (BoP, current US$)",318639667.2,319918924.2,566443722.6,430193531.5,444584130.6,464838611.5,491361260,528287526,566057016.1,546093566.2,535393628.9,562214592.3,632674122.8,691235259.2,896434638.4,748155468.7,929324080.1,1449112645,1533732815,2243651778,3212841577,2703564804,2195394617,2469788168,2630047182,2767097423,2740906880,2375412180,2426542336,3254302745,3493261050,3456452643,2848557492,3677001521,4516885265
Malawi,"Goods imports (BoP, current US$)",253035485.5,204781681.9,280297973.1,415829487.4,414955790.8,340239704.7,483137514.8,508771554.1,587548485.2,698659409.8,500592608.4,575009379.9,461970787.1,472210792.6,573238273.8,764397441.8,906301144.1,1149964879,1160674250,1385344979,1818641599,2008332760,2402607686,2632460650,2327104188,2712572449,2745378268,2220027511,2156186683,2486514257,2603735395,2806890255,2623965014,2990626159,
Malaysia,"Goods imports (BoP, current US$)",15553405844,20498429526,26280327187,33321010400,36672533253,43201202753,55320046185,71870587981,73136806584,74028727750,54377830865,61404105263,77519236842,69524736842,75221210526,79281578947,99217134211,1.08621E+11,1.23443E+11,1.38432E+11,1.48391E+11,1.17327E+11,1.48932E+11,1.69226E+11,1.72152E+11,1.71708E+11,1.72878E+11,1.46687E+11,1.40986E+11,1.5927E+11,1.7723E+11,1.6715E+11,1.53233E+11,1.99776E+11,2.39011E+11
Maldives,"Goods imports (BoP, current US$)",87300000,111300000,121200000,141800000,167900000,177760000,195053310.4,235763727.3,265519326.3,306985323.5,311495170.2,353902702.9,341961956.6,346255510.1,344716763.4,414289259.7,564798879.3,655480835.4,815342078.6,1304793082,1649024113,1081709976,1241838405,1716831031,1575799540,1702990425,1960851019,1894491132,2094867586,2226468854,2764166647,2753112353,1708303875,2391996596,3315575027
Mali,"Goods imports (BoP, current US$)",387177067.8,362122240,455438989.9,516896238.4,526801357.7,492367318.6,449203693.6,556788293,551458625.4,545713061.3,558243934.8,600349309,592592611.8,734125742,710238728.6,987469463,1092809478,1244039064,1474487397,1846902894,2741591674,1990289367,2719857732,2726187261,2889292227,3122743115,3292040121,3193598429,3405227336,3608762959,3968039181,4312877012,4290024828,5163062891,
Malta,"Goods imports (BoP, current US$)",1222281552,1327718674,1763686711,1906717093,2112952956,1965908893,2211477573,2746898622,2597205614,2372053188,2486828137,2660379601,3212074669,2550651220,2655394034,3208685496,3572494130,3691070046,4436435664,4974224931,5485767949,4361121107,5001408115,5639000572,5525458502,5283837315,4965782023,5176817494,5091039513,5123608458,5532749505,5473548921,4847623605,5861043315,7415176124
Mauritania,"Goods imports (BoP, current US$)",348853432,349327521.6,382910096.9,399105099.9,461271965.2,400369739.3,352271899.7,292559818.1,346104235.2,316463254,318666849.4,,,,,,,,,,,,,,3128825830,3044334096,2650402611,1948002121,1900061699,2093931424,2601454256,2889457235,2878853980,3519466035,4826557759
Mauritius,"Goods imports (BoP, current US$)",1177803534,1217657975,1494806057,1438509868,1493907908,1576040378,1773905878,1812229732,2136274659,2036115021,1933342086,2107853728,1944356996,1845970237,2012562578,2201072974,2572585606,2935200756,3408815876,3655656548,4385993314,3503926834,4156740347,4917361939,5104770500,5139046466,5353894555,4524114794,4407446280,4990109379,5380746638,5293585945,3914640434,4644442857,6005093431
Mexico,"Goods imports (BoP, current US$)",20273000000,25438000000,31271000000,38184000000,48193000000,48924000000,58879800000,46274200000,58964000000,73475800000,1.25538E+11,1.42151E+11,1.74761E+11,1.68661E+11,1.68913E+11,1.70778E+11,1.97137E+11,2.22295E+11,2.56631E+11,2.82604E+11,3.09501E+11,2.34901E+11,3.01803E+11,3.51209E+11,3.71151E+11,3.81638E+11,4.00447E+11,3.95595E+11,3.87392E+11,4.2079E+11,4.6485E+11,4.55772E+11,3.83172E+11,5.06005E+11,6.05302E+11
"Micronesia, Fed. Sts.","Goods imports (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,153438100,160024700,174423500,183211100,178936800,154445400,,,,,,,,
Moldova,"Goods imports (BoP, current US$)",,,,,,,672374000,809230000,1082500000,1187410000,975410000,552380000,688000000,778660000,915800000,1309330000,1592930000,2118800000,2434030000,3408960000,4529680000,2986680000,3491690000,4727050000,4755380000,5036540000,4857200000,3630670000,3636470000,4424900000,5269050000,5429660000,5038680000,6752440000,8685670000
Mongolia,"Goods imports (BoP, current US$)",1701900000,1758900000,941700000,447600000,384900000,344500000,333300000,425700000,459700000,488020000,524200000,510709216,608358250,623786536,680276500,746800000,971284240,1165601710,1407697251,2003102504,3138038154,2059062461,3079892253,6725153315,6830256839,6397471950,5293135245,3883798136,3466192984,4344576392,5871288933,6024732737,5235104423,6766114017,8621683525
Montenegro,"Goods imports (BoP, current US$)",,,,,,,,,,,,,,,,,,,,2776344393,3640283353,2248422276,2128054843,2473261908,2273013418,2289409955,2301461060,1988992714,2226081921,2543910809,2928206572,2831736089,2342418119,2882550380,3595667815
Morocco,"Goods imports (BoP, current US$)",4383523264,5027467640,6337519374,6263560193,6715605464,6082242060,6550566871,7874841083,7628378521,7255927998,7772258229,8150100342,9051825085,8540592189,9224203196,11200871256,14274575620,16697907013,19382954316,25954017475,36650596646,28027355464,29627263622,37333019633,38876982594,39853614197,41032003259,33307158475,36684161943,39570959762,44872285913,44465870446,39218082912,51641946065,63037153129
Mozambique,"Goods imports (BoP, current US$)",,,,,,,,,,,,,,,,,,2242326659,2648841834,2811131819,3643424512,3422006065,3512426634,5367584061,7903056608,8479527575,7951655999,7576564547,4732896768,5223088840,6312901341,6752556188,5882699898,7834185897,13337258979
Myanmar,"Goods imports (BoP, current US$)",370183169.3,304321371.4,524255647.8,301532182.1,636205182.3,1260833636,1466749927,1756270610,1869065387,2106591107,2451203784,2159597810,2136889331,1989645539,1605960248,1572832885,1749960329,1518350280,2069598855,2653656469,2965449534,3315339249,3857489341,7490988036,7628622808,9517812464,11898723638,13772426799,12812432219,15577389767,15207448753,13691174793,,,
Namibia,"Goods imports (BoP, current US$)",,,1230230113,1228364022,1389088472,1334958683,1406275302,1548157818,1530859613,1614965692,1450938439,1401282530,1309967843,1349010442,1282497490,1726036505,2110287811,2321404910,2545893272,3097429735,4103516035,4465836751,5225114014,5549449986,6455638029,6113995143,6760763009,6350912557,5609887998,5554177630,5745325851,5181384625,4138542068,5529235337,6447824642
Nepal,"Goods imports (BoP, current US$)",664860299.1,568128593.5,666592748.7,756876105.6,752056056.1,858592006.9,1158937088,1310834577,1494678669,1691872532,1239103937,1494171120,1590108862,1485725274,1425398101,1665934405,1908001849,2276461353,2441024153,2932574156,3519343419,4259355806,5009190071,5665081713,5949484818,6536392557,7580410928,6510735869,8764295998,10200390540,12862981205,12118399368,9597003836,15428583285,13425953529
Netherlands,"Goods imports (BoP, current US$)",88965615624,93162460460,1.11741E+11,1.11885E+11,1.17857E+11,1.05154E+11,1.17134E+11,1.65064E+11,1.65295E+11,1.60844E+11,1.69961E+11,1.74182E+11,1.80241E+11,1.7739E+11,1.85633E+11,2.22364E+11,2.66288E+11,2.90446E+11,3.32964E+11,3.93076E+11,4.50144E+11,3.48431E+11,3.97634E+11,4.6465E+11,4.55257E+11,4.67539E+11,4.70146E+11,3.91519E+11,3.92969E+11,4.39411E+11,4.87952E+11,4.81575E+11,4.54303E+11,5.76813E+11,6.52632E+11
New Caledonia,"Goods imports (BoP, current US$)",,,,,,,,,,,,,,,1067769462,1407445727,1472869817,1638894807,1932287533,2590118663,3035897387,2347068944,3032433673,3410302588,3087866320,3076089126,3144302346,2580441606,2267073343,,,,,,
New Zealand,"Goods imports (BoP, current US$)",,,,,,,,,,,,,12850309727,12464772311,14386535122,17411671801,22190033683,25056852917,25006521635,29489030865,33228753130,24269876541,29725118262,35906800586,37594807312,38674691222,41000224270,35786384867,35560210896,39787803636,43439684501,42124582220,36801248038,49229971561,53924802437
Nicaragua,"Goods imports (BoP, current US$)",718300000,547300000,569700000,688000000,770800000,659400000,780500000,881400000,1043400000,1370600000,1397000000,1698100000,1653200000,1617300000,1617500000,1726100000,2027700000,2404600000,3200600000,3778100000,4518300000,3697300000,4512900000,5669600000,6209800000,6113900000,6318700000,6387600000,6291600000,6549100000,5801500000,5396900000,5338500000,7474700000,9100500000
Niger,"Goods imports (BoP, current US$)",459280906.7,414794850.8,501732159.4,417873495.2,396529094.2,312142233.5,271305342.3,305628530.7,349887889.1,298398388.3,402643080.7,333172833.9,323524949.6,330144404.1,372224415.1,488495011.7,589980204.2,768816634.7,748183054.9,915129843.7,1354739784,1800446185,1964456895,2195231866,1902877169,2018375702,2193370375,1976438464,1716522868,1956420176,2282333573,2326092477,2466383770,2819138905,
Nigeria,"Goods imports (BoP, current US$)",4354892035,3693411915,4932440120,7813163333,7180671769,6661691668,6511456628,2558328251,2017343885,2898202022,2624690795,8587971812,8717239390,11096414002,10875792251,16151796883,15008992496,26003095375,21987687010,28296084705,39831771575,30783444160,49520486755,66222804645,56933227904,54851077400,61536216035,52334758961,35239953320,32669337891,40753698153,62110034589,52345924543,51421117279,58228962144
North Macedonia,"Goods imports (BoP, current US$)",,,,,,,,,1205080000,1197470000,1372595475,1306440207,1506873965,1297470380,1535417158,1769454122,2357279553,2642109122,3206087491,4434403312,5838842775,4313809147,4648949681,5980121664,5548963248,5629857304,6155835707,5395092977,5912020575,6629090433,7807389348,8163755301,7595627966,9888686510,11358704516
Norway,"Goods imports (BoP, current US$)",23280132946,23395082113,26547990062,25499130950,26190840482,24430059832,26980342707,32893803617,36338053130,36792903059,37958192614,34595796711,33740476347,32186262040,34657703334,39992022511,48574040736,54743343662,63580228087,78372462953,86849866100,68125601566,75038153207,91010150206,87798690552,91599683148,91215610258,76346268041,75984841182,80573695655,88105673272,87586141833,82135688854,98278406148,1.03477E+11
Occ.Pal.Terr,"Goods imports (BoP, current US$)",,,,,,,,2398500000,2893400000,3054900000,2838617895,3048386562,2374042117,2091429628,1632131112,2038805656,2624765497,3116559491,3223015898,3645172490,3943106493,4176640967,4270976571,4832144632,5270913064,5878642076,6277019316,6172824256,6457250703,6912578555,7239605941,7256520917,6498026107,8312464702,10602598999
Oman,"Goods imports (BoP, current US$)",2106631990,2225487646,2623407022,3111833550,3626788036,4029908973,3693107932,4049934980,4230999945,4644999940,5212999966,4298999972,4593000000,5308192458,5633289987,6085825748,7872561769,8028608583,9881144343,14343302991,20707152146,16051755527,17875162549,21496759428,25628889467,32043088583,27889070221,26563679142,21286568270,24121331062,23645752556,20456781082,25845155333,28048827691,
Pakistan,"Goods imports (BoP, current US$)",7130851528,7400895822,8132503396,8683283103,9716526928,9379891899,9355275505,11247761165,12163732482,10750177379,9834000000,9520000000,9896000000,9741000000,10428000000,11978000000,16643000000,21683200000,26597000000,28639000000,38132000000,28536000000,32843000000,38995000000,40385000000,41214000000,42675000000,39815000000,42200000000,52757000000,56753000000,47681000000,44113000000,65927000000,65749000000
Palau,"Goods imports (BoP, current US$)",,,,,,,,,,,,,,,,,,108083237.2,115280136.3,108529628,120311737.1,94032984.05,102753038.3,125057334.8,138935816.3,146508814.5,177732852.3,156836482.4,147628000,153522000,151941000,151832000,154060000,128123000,158530000
Panama,"Goods imports (BoP, current US$)",2348200000,2865200000,3503100000,4590500000,5478800000,5749900000,6294700000,6678200000,6465700000,7342800000,7616700000,6618300000,6969700000,6678500000,6342000000,6272600000,7615700000,8932100000,10189300000,13488000000,18043900000,15357200000,18709500000,25661500000,27761700000,26493400000,25783100000,22541800000,20693756500,22286266066,23959388839,22177643108,14402220735,20280667736,30149508766
Papua New Guinea,"Goods imports (BoP, current US$)",1384450742,1341298839,1105932267,1403923882,1322871822,1134650069,1324897342,1262403722,1513251090,1483296286,1078299351,1071427099,998798868,932393891,1076675986,1189217706,1460494195,1524776826,1992060376,2633151856,3141372537,2874108944,3531596444,4252629819,4765020350,5431952109,3683728166,2849505784,2322470862,3299638710,3804701344,4223899324,3589484043,4281282642,
Paraguay,"Goods imports (BoP, current US$)",1030100000,1015900000,1734800000,1920500000,1988000000,2779600000,3603500000,4417737429,4291722640,4095610000,3815500000,2623200000,2739500000,2348800000,1974575000,2318550000,3016850000,3682066000,4852650000,5937460000,8675278035,6625109251,9582870162,11722741996,11014060723,11860834552,11946114678,10165220164,9625876258,11298592596,12608588660,11912837899,9729158135,12594289270,14744124665
Peru,"Goods imports (BoP, current US$)",2854070000,2233190000,2889000000,3562000000,3900000000,3971524864,5307377197,7422812071,7682342841,8271791463,7877174408,6440563648,7046877429,6893554115,7116971796,8010809634,9582510666,11782184510,14468113512,19257946576,28078161332,20808084071,28391271228,36448776805,41013575952,42351823524,41037789370,37326428938,35124038087,38717715189,41865579926,41101171584,34723999957,47990302615,55902101240
Philippines,"Goods imports (BoP, current US$)",8159000000,10419000000,12206000000,12051000000,14519000000,17597000000,21333000000,26391000000,31885000000,36355000000,29524000000,26029000000,30055000000,27564000000,29093000000,31615000000,34158000000,37307405807,42193601225,46768758845,53324367114,43003010236,53630915708,58704507744,65310365444,62174376901,67154110408,66506329326,78283237169,92029051174,1.02949E+11,1.02788E+11,81986787676,1.07034E+11,1.26841E+11
Poland,"Goods imports (BoP, current US$)",12757000000,12822000000,12248000000,15104000000,14060000000,17087000000,17919000000,26687000000,34844000000,40553000000,45303000000,45132000000,48209000000,49324000000,53991000000,66732000000,82361000000,94812000000,1.19751E+11,1.59611E+11,2.03386E+11,1.45466E+11,1.72783E+11,2.03528E+11,1.91362E+11,1.98434E+11,2.13468E+11,1.84402E+11,1.8871E+11,2.21449E+11,2.55468E+11,2.51525E+11,2.44244E+11,3.20318E+11,3.62363E+11
Portugal,"Goods imports (BoP, current US$)",16391968365,17585037843,23141438690,24079176461,27735130293,23951637129,26945070700,32917190823,34744714351,34690193041,38003635517,40223982019,40060675051,39680687182,40988197209,48341163580,58499146094,61096450338,68515828634,79677143955,92224603797,69267518437,74742407953,79107457031,68976872164,72576021059,75632559800,65081974321,65418689104,75328797670,84823794507,83113624005,73876078101,92278585145,1.07633E+11
Qatar,"Goods imports (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,26925851648,30787179487,31474725275,31145329670,28496153846,31934065934,30765659341,33307142857,31353846154,24366758242,26864285714,33519780220
Romania,"Goods imports (BoP, current US$)",7642000000,8437000000,9114000000,5372000000,5558000000,6020000000,6555000000,9473000000,10544000000,10396000000,10913000000,9589000000,12043000000,14347000000,16476000000,22142000000,30138000000,28695125737,38246715661,58964747669,72322951480,46302121608,56086692480,68870769199,63157011999,66381508086,70984697310,63508551838,68387502607,79135923338,91069099328,90582076418,87535312763,1.10256E+11,1.24265E+11
Russian Federation,"Goods imports (BoP, current US$)",,,,,,,48102720000,60885170000,67652640000,71787980000,57539370000,37262370000,42130790000,51317150000,58418310000,73213780000,94244360000,1.23839E+11,1.63187E+11,2.23084E+11,2.88673E+11,1.83924E+11,2.4568E+11,3.18555E+11,3.35771E+11,3.41269E+11,3.07875E+11,1.93021E+11,1.91494E+11,2.38384E+11,2.48857E+11,2.53877E+11,2.40089E+11,3.04013E+11,2.76711E+11
Rwanda,"Goods imports (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,1083973488,1569075778,1864448472,1853788304,1991659975,1918650466,2020754130,2014364572,2284143923,2704631589,3057789069,3189524437,4101872085
